hgnc_symbol	gene_biotype	baseMean	log2FoldChange	lfcSE	pvalue	padj	diffexpressed
ENSG00000169598	DFFB	protein_coding	963.82136432858	0.0102034250731873	0.115131008701896	0.917719289484108	0.962791288196896	NO
ENSG00000198912	C1orf174	protein_coding	664.890518377448	0.120980714472611	0.0804837983915617	0.106570317107493	0.313988081960771	NO
ENSG00000236423	LINC01134	lncRNA	323.083333298833	-0.463432664738585	0.255874104604973	0.0052604035291852	0.0511298675784542	NO
ENSG00000196581	AJAP1	protein_coding	468.271490071008	-0.454024376028528	0.303669762209924	0.00824439535709576	0.0682270247911583	NO
ENSG00000302445		lncRNA	42.8066895830496	0.044098028424651	0.226888909891347	0.152226789749078	0.385767076177868	NO
ENSG00000289893		lncRNA	111.532381695313	0.0119992516713052	0.188116947843818	0.885765083344414	0.947995920226075	NO
ENSG00000131697	NPHP4	protein_coding	4605.39981089929	0.0555347046002244	0.0868359993536232	0.485377536667479	0.717842677048391	NO
ENSG00000069424	KCNAB2	protein_coding	2450.71303656883	0.344451481292294	0.205149183434327	0.0149844971699609	0.0989787526633641	NO
ENSG00000116254	CHD5	protein_coding	56.9961006874642	-0.0592331580305946	0.182453724395777	0.57232147258683	0.777336803928691	NO
ENSG00000285629		protein_coding	51.7676200076279	-0.261854709695132	0.312352702362256	0.0507205152210598	0.205267164919813	NO
ENSG00000116251	RPL22	protein_coding	461.869097434012	-0.137859225197047	0.137080674311923	0.203505382995448	0.454043606923069	NO
ENSG00000158286	RNF207	protein_coding	1327.65828113242	-0.323107970349891	0.171932934145423	0.0127050329684829	0.0896618493126855	NO
ENSG00000116237	ICMT	protein_coding	2125.35457332282	0.0598727365931192	0.127815112248381	0.562416765565873	0.770001550242063	NO
ENSG00000158292	GPR153	protein_coding	722.399332230555	0.0601324176391928	0.185175122151804	0.560010884741019	0.768277357755223	NO
ENSG00000097021	ACOT7	protein_coding	2576.63049196699	-0.0752985169413822	0.159760429382415	0.494746259497375	0.724834043155655	NO
ENSG00000069812	HES2	protein_coding	233.749886351422	-0.98954252277847	0.565091854822847	0.00045156773603695	0.00978763251170175	DOWN
ENSG00000187017	ESPN	protein_coding	1573.16883593285	-0.0429508871148684	0.192787281596881	0.649800049566975	0.827463799617249	NO
ENSG00000215788	TNFRSF25	protein_coding	580.938391958972	-0.0558917055307098	0.163696378269447	0.60625063000244	0.799299800549423	NO
ENSG00000171680	PLEKHG5	protein_coding	1531.33770118308	-0.152569208384469	0.192727582923773	0.194785739322245	0.443197566257078	NO
ENSG00000162408	NOL9	protein_coding	2957.20770088319	-0.0630353073343952	0.0757508305060867	0.373286214335098	0.627793818130804	NO
ENSG00000173662	TAS1R1	protein_coding	35.9023417084659	-0.124576805641766	0.247986677135651	0.116286453183455	0.331150020798676	NO
ENSG00000204859	ZBTB48	protein_coding	1090.48675282144	-0.0643704751569139	0.0888162668417812	0.425607888025308	0.672796168047863	NO
ENSG00000162413	KLHL21	protein_coding	2121.70486948053	-0.214235803652867	0.127211288123599	0.041884032721062	0.183670478127806	NO
ENSG00000116273	PHF13	protein_coding	1058.82541286488	-0.101027949815831	0.162399010379012	0.367377509659132	0.622110351721276	NO
ENSG00000041988	THAP3	protein_coding	389.644776888339	-0.119519585472131	0.115307651687362	0.208633334617812	0.459886319303465	NO
ENSG00000007923	DNAJC11	protein_coding	3913.03400929477	-0.0273413991234276	0.0722622844399604	0.687260054588693	0.849481509504996	NO
ENSG00000237436	CAMTA1-DT	lncRNA	12.1719491261725	-0.0638082190732687	0.219489668482276	0.374973287445129	0.628976054028081	NO
ENSG00000171735	CAMTA1	protein_coding	18105.2663351609	-0.196626730143754	0.12831504617425	0.062145657436838	0.231237747665346	NO
ENSG00000270035	AL359881.2	lncRNA	14.712632602992	-0.644226937801386	0.465499206395343	0.00833451350246876	0.0688128796166069	NO
ENSG00000269978	AL359881.1	lncRNA	48.4474174266765	-1.00145371609949	0.32810768863686	5.15313849939183e-05	0.00204533646872358	DOWN
ENSG00000049245	VAMP3	protein_coding	2606.93082637623	0.12258605285559	0.0762309062207155	0.0850817530638156	0.276896171415154	NO
ENSG00000049246	PER3	protein_coding	4303.61576694315	-0.306385261218403	0.244065185265797	0.0326649326697487	0.159523141012178	NO
ENSG00000236266	Z98884.1	lncRNA	63.1326167113738	0.160028942498635	0.206165358243391	0.181242669806213	0.425752029741745	NO
ENSG00000302605		lncRNA	156.986802026821	0.327170106372495	0.424193205881737	0.0158609792825541	0.102342938026649	NO
ENSG00000049249	TNFRSF9	protein_coding	181.518579642158	0.511702385503368	0.393796870544513	0.00657324271942277	0.0584950546320357	NO
