baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_symbol	gene_biotype	diffexpressed	delabel
ENSG00000150361	924.669433255924	1.99897713456687	0.521064127499064	3.83633612269818	0.000124883461213336	0.0387335885474662	KLHL1	protein_coding	UP	NA
ENSG00000154118	74.1858089970401	2.239690018957	0.540050007666819	4.14719005121979	3.36580662623772e-05	0.0201981612304348	JPH3	protein_coding	UP	NA
ENSG00000166317	1023.5160244293	-1.95893585353705	0.487724022952397	-4.0164842438533	5.90728114942676e-05	0.0256028949117593	SYNPO2L	protein_coding	DOWN	NA
ENSG00000168229	285.000297157089	1.10347762231637	0.271619744405438	4.06258250751187	4.8532785114135e-05	0.0242560995861612	PTGDR	protein_coding	UP	NA
ENSG00000169306	4698.38994432811	1.16611832522549	0.252133372240893	4.62500586440165	3.74587802653469e-06	0.00481040106718657	IL1RAPL1	protein_coding	UP	NA
ENSG00000169469	17.4688388289213	5.14553961592113	1.36286619945509	3.77552808777447	0.000159669030378935	0.0436353791007124	SPRR1B	protein_coding	UP	NA
ENSG00000173809	489.207902829949	-1.47706364296851	0.394797079508726	-3.74132363088027	0.000183053617624237	0.0477219404803396	TDRD12	protein_coding	DOWN	NA
ENSG00000176204	593.666991387555	1.44251775747829	0.333450257793986	4.32603581422184	1.51816749528365e-05	0.0119635049009023	LRRTM4	protein_coding	UP	NA
ENSG00000177791	62.5013954344329	-1.94851030417026	0.503460030981073	-3.87023831936225	0.000108729010829138	0.0373263464601851	MYOZ1	protein_coding	DOWN	NA
ENSG00000183044	6719.46372660123	0.679182597663255	0.177568319889365	3.82490862157407	0.00013082059966969	0.0394429795856274	ABAT	protein_coding	UP	NA
ENSG00000185760	26696.9439387109	1.59403371057679	0.366029127204616	4.35493678536053	1.33105323979903e-05	0.0113698776054331	KCNQ5	protein_coding	UP	NA
ENSG00000186714	361.983475794658	1.28184749515306	0.247597714222722	5.17713783900284	2.25315751607944e-07	0.000558026646821588	CCDC73	protein_coding	UP	NA
ENSG00000188877	36.4030558533683	2.21499439946325	0.431751583415729	5.13025194242416	2.89354636842241e-07	0.000668852888215401	POTEA	protein_coding	UP	NA
